,TRAVEL_ID,LOTNO_ADDR,LODGING_TYPE_CD,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,INCOME,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MISSION
0,a_a000202,충남 당진시 신평면 운정리 208-1,0.0,6,1,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;
1,a_a000202,충남 천안시 동남구 목천읍 남화리 230-1,0.0,2,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;
2,a_a000202,충남 천안시 동남구 성남면 용원리 672,0.0,6,1,2.0,3.0,3.0,2.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2;
3,a_a000273,충남 보령시 명천동 765-40,0.0,5,0,4.0,4.0,4.0,4.0,12.0,3.0,1.0,10.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,0
4,a_a000319,전라남도 강진군 성전면,0.0,1,1,4.0,4.0,3.0,3.6667,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
5,a_a000319,광주 광산구 수완동 128-106,0.0,5,0,5.0,5.0,5.0,5.0,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
7,a_a000319,전남 강진군 강진읍 남성리 24-28,0.0,4,1,5.0,5.0,5.0,5.0,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
8,a_a000319,전남 영암군 신북면 모산리,0.0,7,1,4.0,4.0,3.0,3.6667,10.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,21;24;27;4;5;
9,a_a000777,전남 순천시 덕암동 227-1,0.0,4,0,2.0,3.0,3.0,2.6667,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
10,a_a000777,전남 순천시 대대동 162-2,0.0,1,0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
11,a_a000777,전남 순천시 오천동 600,0.0,1,0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,21;4;9;
12,a_a001091,충북 충주시 중앙탑면 탑평리 11,0.0,1,1,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
13,a_a001091,충북 충주시 살미면 토계리,0.0,1,0,4.0,4.0,4.0,4.0,7.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,0
14,a_a001146,충남 태안군 소원면 모항리 1358,0.0,1,1,3.0,3.0,4.0,3.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
15,a_a001146,충남 태안군 소원면 의항리 868,0.0,1,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
16,a_a001146,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,4.0,4.0,4.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
17,a_a001146,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
23,a_a001711,충남 홍성군 홍북읍 신경리 887,0.0,2,1,5.0,4.0,5.0,4.6667,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
24,a_a001711,충남 당진시 시곡동 67,0.0,4,0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
25,a_a001711,충남 홍성군 홍북읍 신경리,0.0,1,1,4.0,4.0,5.0,4.3333,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
26,a_a001711,충남 예산군 삽교읍 수촌리,0.0,8,0,4.0,5.0,5.0,4.6667,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,1;2;22;23;26;
27,a_a001849,충남 부여군 규암면 합정리 172,0.0,4,1,5.0,5.0,5.0,5.0,4.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,11;2;23;3;4;
28,a_a001849,충남 부여군 규암면 합정리 530,0.0,2,1,5.0,5.0,5.0,5.0,4.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,11;2;23;3;4;
29,a_a001916,충북 충주시 종민동,0.0,7,0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,10.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,6.0,3.0,22;25;28;8;
31,a_a002255,전남 여수시 돌산읍 평사리 1584,0.0,6,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
32,a_a002255,전남 여수시 돌산읍 우두리 813-10,0.0,5,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;22;23;3;
33,a_a002569,전북 익산시 금마면 기양리 32-2,0.0,2,0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0
34,a_a002570,충북 단양군 단양읍 도전리 615,0.0,4,0,4.0,4.0,5.0,4.3333,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
35,a_a002570,충북 제천시 청풍면 물태리 98-2,0.0,6,0,4.0,5.0,5.0,4.6667,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
36,a_a002570,충북 충주시 수안보면 온천리 796-3,0.0,13,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
37,a_a002570,충북 제천시 모산동 241,0.0,13,0,4.0,3.0,4.0,3.6667,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
38,a_a002570,충북 단양군 단양읍 별곡리 569,0.0,6,0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
39,a_a002570,충북 단양군 단양읍 도전리 636,0.0,5,0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,0
41,a_a002623,충북 진천군 문백면 구산동리 601-32,0.0,1,0,5.0,4.0,5.0,4.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
42,a_a003143,전남 완도군 완도읍 가용리 1100,0.0,4,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
43,a_a003143,전북 부안군 변산면 격포리 283-1,0.0,1,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
44,a_a003143,전남 완도군 완도읍 대신리 1089-3,0.0,2,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
45,a_a003143,전남 완도군 완도읍 군내리 1443,0.0,3,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
46,a_a003143,전남 완도군 완도읍 군내리 205-2,0.0,13,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,1;2;4;5;9;
47,a_a003321,충남 천안시 서북구 성성동,0.0,1,0,4.0,3.0,3.0,3.3333,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
48,a_a003321,충남 아산시 배방읍 장재리 1760,0.0,4,0,4.0,3.0,3.0,3.3333,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
49,a_a003321,충남 아산시 장존동 185-7,0.0,4,0,2.0,1.0,1.0,1.3333,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,2;3;4;6;8;
50,a_a004016,충남 공주시 산성동 190-1,0.0,4,0,1.0,1.0,1.0,1.0,7.0,2.0,7.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2;3;6;
51,a_a004052,충북 충주시 소태면 복탄리 908,0.0,7,0,4.0,2.0,4.0,3.3333,2.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,0
52,a_a004052,충북 충주시 중앙탑면 탑평리 50,0.0,1,0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,0
53,a_a004984,광주 서구 풍암동 423-2,0.0,4,1,4.0,3.0,3.0,3.3333,4.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1;27;28;
54,a_a004984,광주 북구 망월동 732-4,0.0,4,1,4.0,4.0,5.0,4.3333,4.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,1;27;28;
56,a_a005163,충남 서천군 장항읍 송림리 510,0.0,3,1,5.0,5.0,5.0,5.0,5.0,8.0,3.0,7.0,2.0,2.0,6.0,2.0,4.0,6.0,4.0,3.0,5.0,11;2;24;27;6;
57,a_a005211,충남 태안군 원북면 신두리 1414-18,0.0,1,0,3.0,3.0,3.0,3.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
58,a_a005211,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
59,a_a005211,충남 태안군 소원면 모항리 1358,0.0,1,1,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
60,a_a005211,충남 태안군 소원면 의항리 868,0.0,1,0,5.0,5.0,4.0,4.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
61,a_a005211,충남 태안군 원북면 신두리 산 305-1,0.0,1,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
62,a_a005566,충북 청주시 상당구 낭성면 추정리 339-2,0.0,1,0,4.0,3.0,4.0,3.6667,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
63,a_a005566,충북 청주시 청원구 내수읍 세교리 128-4,0.0,1,0,1.0,2.0,2.0,1.6667,5.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,1;4;7;
65,a_a006154,충남 공주시 금성동 65-3,0.0,2,0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3;9;1;
66,a_a006154,충남 공주시 신관동 553,0.0,8,0,4.0,3.0,3.0,3.3333,4.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3;9;1;
67,a_a006154,충남 공주시 신관동 553,0.0,2,0,4.0,3.0,3.0,3.3333,4.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3;9;1;
68,a_a006271,충남 천안시 서북구 차암동 438,0.0,4,1,5.0,5.0,5.0,5.0,8.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1;3;
69,a_a006271,충남 아산시 염치읍 백암리 298-1,0.0,2,1,5.0,5.0,5.0,5.0,8.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1;3;
70,a_a006395,충북 괴산군 칠성면 사은리 517,0.0,1,0,4.0,5.0,4.0,4.3333,4.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,28;
71,a_a006395,충북 괴산군 칠성면 태성리 39-1,0.0,7,0,4.0,4.0,3.0,3.6667,4.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,28;
72,a_a006465,충남 서산시 부석면 간월도리 16-11,0.0,2,0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,22;3;24;
73,a_a006465,충남 서산시 해미면 읍내리 491,0.0,2,0,5.0,4.0,4.0,4.3333,4.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,22;3;24;
74,a_a006482,충남 아산시 모종동 583-7,0.0,6,0,5.0,5.0,5.0,5.0,4.0,10.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,6.0,2.0,10;
75,a_a006529,충남 아산시 탕정면 명암리 949-1,0.0,7,0,4.0,3.0,4.0,3.6667,2.0,7.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,5.0,7.0,6.0,0
76,a_a006529,충남 아산시 염치읍 석정리 536-1,0.0,5,0,5.0,1.0,5.0,3.6667,2.0,7.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,5.0,7.0,6.0,0
77,a_a007416,충남 아산시 염치읍 백암리 298-1,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,13;2;6;9;
78,a_a007416,충남 아산시 탕정면 명암리 949-1,0.0,7,0,5.0,4.0,4.0,4.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,13;2;6;9;
79,a_a007416,충남 아산시 염치읍 백암리 298-1,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,13;2;6;9;
82,a_a007780,전북 전주시 완산구 교동 산 1-3,0.0,2,0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,0
83,a_a008025,전남 해남군 송지면 송호리 1123-3,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4;11;
84,a_a008025,전남 해남군 송지면 송호리 1158-5,0.0,1,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4;11;
85,a_a008036,경기 평택시 비전동 830,0.0,3,1,3.0,2.0,2.0,2.3333,7.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,7.0,0
86,a_a008036,충남 천안시 동남구 목천읍 남화리 230-1,0.0,2,1,4.0,4.0,5.0,4.3333,7.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,7.0,0
87,a_a008036,충남 천안시 동남구 안서동 171-3,0.0,2,1,4.0,4.0,5.0,4.3333,7.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,7.0,0
88,a_a008043,충남 당진시 신평면 운정리 208-1,0.0,6,0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,2;6;27;22;
89,a_a008043,충남 당진시 신평면 운정리 187-4,0.0,4,0,3.0,3.0,4.0,3.3333,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,2;6;27;22;
90,a_a012187,전남 여수시 교동 680,0.0,4,0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,10.0,7.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,7.0,1;
91,a_a012187,전남 순천시 송광면 신평리 12,0.0,2,0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,10.0,7.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,7.0,1;
92,a_a012187,전남 여수시 문수동 785-3,0.0,7,1,3.0,3.0,3.0,3.0,4.0,3.0,6.0,10.0,7.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,7.0,1;
93,a_a012449,충북 제천시 봉양읍 구학리 674,0.0,2,0,4.0,4.0,5.0,4.3333,3.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,24;
94,a_a012449,충북 단양군 매포읍 하괴리 산 20-40,0.0,1,1,3.0,3.0,3.0,3.0,3.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,24;
95,a_a012449,충북 단양군 적성면 애곡리,0.0,1,0,4.0,4.0,2.0,3.3333,3.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,24;
96,a_a012449,충북 단양군 적성면 애곡리 산 1-27,0.0,7,0,4.0,3.0,5.0,4.0,3.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,24;
97,a_a015147,충남 홍성군 서부면 남당리,0.0,1,0,3.0,3.0,3.0,3.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,22;7;
98,a_a015147,경기 용인시 처인구 백암면 박곡리 375-1,0.0,1,0,3.0,3.0,3.0,3.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,22;7;
99,a_a015656,대전 서구 만년동 396,0.0,1,0,4.0,4.0,4.0,4.0,5.0,7.0,1.0,5.0,2.0,6.0,4.0,2.0,2.0,3.0,3.0,6.0,5.0,22;26;
100,a_a015810,전북 전주시 덕진구 덕진동1가 1316-2,0.0,1,0,5.0,5.0,5.0,5.0,4.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,22;26;27;
101,a_a015810,전북 전주시 완산구 풍남동3가 66-6,0.0,13,0,4.0,4.0,4.0,4.0,4.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,22;26;27;
102,a_a015810,전북 전주시 완산구 교동 산 1-3,0.0,1,1,5.0,5.0,5.0,5.0,4.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,22;26;27;
103,a_a015810,전북 전주시 완산구 교동 26-3,0.0,2,1,4.0,4.0,4.0,4.0,4.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,22;26;27;
104,a_a015810,전북 전주시 완산구 풍남동3가 102,0.0,2,1,4.0,4.0,4.0,4.0,4.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,22;26;27;
105,a_a016960,충북 단양군 가곡면 사평리 218-9,0.0,1,0,5.0,4.0,5.0,4.6667,5.0,1.0,6.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,5.0,6.0,2;22;
106,b_b000677,전북 장수군 장수읍 두산리 472,0.0,8,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
107,b_b000677,전북 장수군 장수읍 장수리 254-1,0.0,2,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
108,b_b000677,전북 무주군 안성면 공정리 48-1,0.0,7,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
109,b_b000677,전북 무주군 적상면 북창리 산 119-8,0.0,1,1,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
110,b_b000677,전북 무주군 적상면 괴목리 1602-1,0.0,2,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
111,b_b000677,전북 장수군 장수읍 수분리 662-1,0.0,2,1,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
112,b_b000677,전북 무주군 설천면 심곡리 산 13-2,0.0,1,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
113,b_b000677,전북 무주군 설천면 청량리 1455,0.0,3,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
114,b_b000677,전북 무주군 무주읍 당산리 918-3,0.0,2,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8;
115,b_b001054,전남 여수시 돌산읍 우두리 794-89,0.0,6,0,5.0,5.0,5.0,5.0,7.0,10.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,0
116,b_b001054,전남 여수시 종화동 3,0.0,1,0,4.0,3.0,3.0,3.3333,7.0,10.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,0
117,b_b001054,전남 여수시 만흥동 141-2,0.0,13,0,4.0,4.0,4.0,4.0,7.0,10.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,0
118,b_b001054,전남 여수시 수정동,0.0,1,0,3.0,3.0,3.0,3.0,7.0,10.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,0
119,b_b001859,전북 무주군 안성면 공정리,0.0,1,0,4.0,4.0,4.0,4.0,5.0,7.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1;3;4;6;9;
120,b_b001859,전북 무주군 무주읍 읍내리 1152,0.0,4,0,4.0,4.0,5.0,4.3333,5.0,7.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1;3;4;6;9;
121,b_b001859,전북 무주군 설천면 청량리 1455,0.0,6,0,4.0,4.0,5.0,4.3333,5.0,7.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1;3;4;6;9;
122,b_b001859,전북 무주군 적상면 북창리 산 117-5,0.0,2,0,4.0,4.0,4.0,4.0,5.0,7.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1;3;4;6;9;
123,b_b002063,충북 충주시 칠금동 420-190,0.0,4,0,3.0,2.0,2.0,2.3333,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,5.0,4.0,21;22;24;27;
124,b_b002063,충북 충주시 중앙탑면 탑평리 11,0.0,2,0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,5.0,4.0,21;22;24;27;
125,b_b002063,경북 경산시 서상동 10,0.0,4,1,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,5.0,4.0,21;22;24;27;
126,b_b002063,충북 충주시 종민동 산 13-1,0.0,1,0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,5.0,4.0,21;22;24;27;
127,b_b003837,전남 구례군 마산면 황전리 12,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
128,b_b003837,전남 구례군 문척면 죽마리 산 7-1,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
129,b_b003837,경남 하동군 화개면 운수리 208,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
130,b_b003837,경남 하동군 악양면 평사리 483,0.0,2,0,4.0,3.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
131,b_b003837,전남 구례군 마산면 사도리 632,0.0,2,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
132,b_b003837,경남 하동군 북천면 직전리 601-2,0.0,8,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
133,b_b003837,경남 하동군 화개면 운수리 699,0.0,13,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
134,b_b003837,경남 하동군 화개면 탑리 726-46,0.0,4,0,4.0,3.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12;13;24;3;9;
135,b_b003935,충북 단양군 단양읍 고수리 185,0.0,1,0,5.0,5.0,5.0,5.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,7.0,5;
136,b_b003935,충북 단양군 단성면 장회리 90-3,0.0,5,0,5.0,5.0,5.0,5.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,7.0,5;
