,TRAVEL_ID,LOTNO_ADDR,LODGING_TYPE_CD,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,INCOME,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MISSION
6151,c_c004716,전북 전주시 완산구 교동 50-79,0.0,7,0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,0
6152,c_c004716,전북 전주시 완산구 중화산동2가 757-3,0.0,13,0,4.0,5.0,5.0,4.6667,5.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,0
6153,c_c004716,전북 전주시 완산구 풍남동3가 102,0.0,2,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,0
6154,c_c004716,서울 서초구 서초동 1645,0.0,5,1,4.0,3.0,3.0,3.3333,5.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,0
6155,c_c004716,전북 전주시 완산구 풍남동3가 64-1,0.0,7,0,5.0,4.0,4.0,4.3333,5.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,0
6156,c_c004726,대전 대덕구 장동 453-1,0.0,1,0,5.0,5.0,5.0,5.0,1.0,1.0,6.0,7.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1;10;21;4;5;
6157,c_c004727,충북 제천시 모산동 241,0.0,1,0,5.0,5.0,5.0,5.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,0
6158,c_c004727,충북 제천시 청풍면 물태리 98-2,0.0,6,0,5.0,5.0,5.0,5.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,0
6159,c_c004728,전남 나주시 교동 16,0.0,2,0,4.0,3.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
6160,c_c004728,전남 나주시 왕곡면 덕산리 590-115,0.0,4,0,3.0,3.0,3.0,3.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
6161,c_c004734,충남 태안군 소원면 의항리 868,0.0,1,0,4.0,4.0,4.0,4.0,7.0,2.0,1.0,9.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,0
6162,c_c004734,충남 서산시 해미면 읍내리 491,0.0,8,0,4.0,3.0,4.0,3.6667,7.0,2.0,1.0,9.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,0
6163,c_c004739,충남 태안군 남면 신장리 23,0.0,1,0,4.0,3.0,4.0,3.6667,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,6.0,0
6164,c_c004739,충남 논산시 연무읍 황화정리 859-44,0.0,2,0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,6.0,0
6167,c_c004758,충북 괴산군 칠성면 사은리 940,0.0,1,0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,0
6168,c_c004758,충북 진천군 문백면 구산동리 601-32,0.0,7,0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,0
6169,c_c004761,전남 목포시 죽교동 516-101,0.0,6,0,5.0,4.0,5.0,4.6667,4.0,3.0,2.0,10.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,7.0,2;6;
6170,c_c004772,전북 부안군 변산면 격포리 301-1,0.0,1,0,5.0,5.0,5.0,5.0,7.0,1.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,8;28;27;
6171,c_c004772,전북 부안군 변산면 격포리 301-1,0.0,1,1,5.0,5.0,5.0,5.0,7.0,1.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,8;28;27;
6172,c_c004786,광주 서구 치평동 1216,0.0,3,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,5.0,7.0,6;22;5;
6173,c_c004786,광주 광산구 송정동 990-18,0.0,4,0,4.0,3.0,3.0,3.3333,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,5.0,7.0,6;22;5;
6174,c_c004786,광주 서구 치평동 1228-9,0.0,13,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,5.0,7.0,6;22;5;
6175,c_c004786,광주 북구 임동 316,0.0,5,0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,5.0,7.0,6;22;5;
6176,c_c004788,충남 부여군 부여읍 동남리 364,0.0,2,0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,8.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,6.0,4.0,0
6177,c_c004788,충남 부여군 부여읍 동남리 117,0.0,2,0,4.0,5.0,5.0,4.6667,4.0,1.0,4.0,8.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,6.0,4.0,0
6178,c_c004808,대전 중구 대사동 84-4,0.0,5,0,5.0,4.0,4.0,4.3333,11.0,3.0,7.0,6.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,5.0,22;28;4;5;6;
6179,c_c004809,전북 전주시 덕진구 덕진동1가 73-48,0.0,6,0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,2.0,5.0,5.0,2.0,6.0,6.0,2.0,2.0,6.0,1;13;2;3;5;
6180,c_c004809,전북 전주시 덕진구 덕진동1가 1316-2,0.0,1,0,4.0,3.0,5.0,4.0,1.0,2.0,6.0,4.0,2.0,5.0,5.0,2.0,6.0,6.0,2.0,2.0,6.0,1;13;2;3;5;
6181,c_c004809,전북 전주시 완산구 풍남동3가 64-1,0.0,7,1,4.0,2.0,4.0,3.3333,1.0,2.0,6.0,4.0,2.0,5.0,5.0,2.0,6.0,6.0,2.0,2.0,6.0,1;13;2;3;5;
6182,c_c004812,충북 청주시 청원구 정상동 368-20,0.0,1,0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,9.0,2.0,6.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,1;22;4;7;
6183,c_c004812,충북 청주시 청원구 정상동 202,0.0,7,0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,9.0,2.0,6.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,1;22;4;7;
6184,c_c004814,충남 부여군 규암면 합정리 172,0.0,4,0,4.0,3.0,3.0,3.3333,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,6.0,1;2;3;4;8;
6185,c_c004814,충남 부여군 임천면 군사리 산 1-1,0.0,2,0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,6.0,1;2;3;4;8;
6186,c_c004818,충남 태안군 남면 신장리 23,0.0,1,0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,7.0,6.0,1;2;22;26;9;
6187,c_c004825,전남 목포시 용해동 9-28,0.0,2,0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24;9;
6188,c_c004825,전남 목포시 상동 994-9,0.0,4,1,5.0,5.0,5.0,5.0,2.0,2.0,3.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24;9;
6189,c_c004825,전남 목포시 용해동 산 86-24,0.0,2,1,5.0,5.0,5.0,5.0,2.0,2.0,3.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24;9;
6190,c_c004829,대전 대덕구 장동 산 108-1,0.0,1,1,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,5.0,0
6191,c_c004831,전남 여수시 수정동 78,0.0,6,0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,6.0,1;2;3;4;6;
6192,c_c004831,전남 여수시 돌산읍 우두리 799-76,0.0,1,0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,6.0,1;2;3;4;6;
6193,c_c004831,전남 여수시 돌산읍 우두리 1048-6,0.0,5,0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,6.0,1;2;3;4;6;
6194,c_c004831,전남 여수시 수정동 774-1,0.0,6,0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,6.0,1;2;3;4;6;
6195,c_c004834,충남 아산시 염치읍 백암리 298-1,0.0,2,1,5.0,5.0,5.0,5.0,1.0,3.0,8.0,1.0,2.0,3.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,13;22;6;
6197,c_c004834,충남 아산시 인주면 공세리 194-1,0.0,2,0,4.0,2.0,3.0,3.0,1.0,3.0,8.0,1.0,2.0,3.0,2.0,2.0,2.0,6.0,3.0,2.0,6.0,13;22;6;
6198,c_c004839,충북 단양군 단양읍 도전리 615,0.0,4,0,5.0,5.0,5.0,5.0,4.0,1.0,7.0,3.0,4.0,5.0,7.0,3.0,4.0,6.0,5.0,4.0,6.0,0
6199,c_c004839,충북 단양군 가곡면 사평리 218-9,0.0,5,0,5.0,4.0,4.0,4.3333,4.0,1.0,7.0,3.0,4.0,5.0,7.0,3.0,4.0,6.0,5.0,4.0,6.0,0
6200,c_c004839,충북 단양군 단양읍 도전리 615,0.0,4,1,5.0,5.0,5.0,5.0,4.0,1.0,7.0,3.0,4.0,5.0,7.0,3.0,4.0,6.0,5.0,4.0,6.0,0
6201,c_c004839,충북 단양군 적성면 애곡리 산 1-27,0.0,6,0,3.0,4.0,3.0,3.3333,4.0,1.0,7.0,3.0,4.0,5.0,7.0,3.0,4.0,6.0,5.0,4.0,6.0,0
6202,c_c004839,충북 단양군 단성면 장회리 17-8,0.0,13,0,5.0,5.0,5.0,5.0,4.0,1.0,7.0,3.0,4.0,5.0,7.0,3.0,4.0,6.0,5.0,4.0,6.0,0
6203,c_c004840,전북 순창군 팔덕면 청계리 1038,0.0,1,0,5.0,5.0,4.0,4.6667,4.0,9.0,10.0,10.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,7.0,2.0,22;4;6;13;21;
6204,c_c004840,전북 임실군 성수면 도인리 689,0.0,6,0,4.0,4.0,4.0,4.0,4.0,9.0,10.0,10.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,7.0,2.0,22;4;6;13;21;
6205,c_c004843,전북 전주시 완산구 동서학동 896-1,0.0,3,0,4.0,3.0,3.0,3.3333,5.0,2.0,8.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,7.0,1;2;27;3;6;
6207,c_c004843,전북 전주시 완산구 풍남동3가 102,0.0,2,0,4.0,4.0,5.0,4.3333,5.0,2.0,8.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,7.0,1;2;27;3;6;
6209,c_c004843,전북 전주시 완산구 풍남동3가 64-1,0.0,7,0,3.0,4.0,4.0,3.6667,5.0,2.0,8.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,7.0,1;2;27;3;6;
6210,c_c004843,전북 전주시 완산구 동서학동 896-1,0.0,2,0,5.0,5.0,5.0,5.0,5.0,2.0,8.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,7.0,1;2;27;3;6;
6211,c_c004848,전남 순천시 상사면 용계리,0.0,1,0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,7.0,3.0,4.0,2.0,4.0,6.0,6.0,5.0,13;2;22;3;4;
6212,c_c004848,전남 순천시 낙안면 남내리 438-1,0.0,7,0,5.0,4.0,5.0,4.6667,3.0,1.0,5.0,3.0,4.0,7.0,3.0,4.0,2.0,4.0,6.0,6.0,5.0,13;2;22;3;4;
6213,c_c004855,전북 순창군 순창읍 백산리 265-9,0.0,7,1,5.0,5.0,5.0,5.0,5.0,2.0,3.0,7.0,1.0,1.0,7.0,1.0,7.0,7.0,7.0,1.0,1.0,9;4;
6214,c_c004857,세종특별자치시 연기면 세종리 1203,0.0,1,0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;2;3;4;6;
6215,c_c004857,세종특별자치시 대평동 584-7,0.0,4,1,5.0,5.0,5.0,5.0,6.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;2;3;4;6;
6216,c_c004860,전남 담양군 담양읍 지침리 138-5,0.0,13,0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,6.0,0
6217,c_c004860,전남 담양군 담양읍 향교리 산 44,0.0,2,0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,6.0,0
6218,c_c004861,충남 아산시 권곡동 403-1,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;10;2;21;4;
6219,c_c004876,충남 아산시 염치읍 백암리 298-1,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9;3;4;
6220,c_c004876,충남 계룡시 신도안면 정장리 16,0.0,6,1,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9;3;4;
6221,c_c004876,충남 공주시 신관동 553,0.0,8,1,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9;3;4;
6222,c_c004876,충남 당진시 신평면 운정리 197-3,0.0,1,1,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9;3;4;
6223,c_c004878,광주 남구 구동 21-1,0.0,1,0,4.0,3.0,3.0,3.3333,5.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1;21;22;4;
6224,c_c004881,충북 충주시 수안보면 수회리 296,0.0,13,0,4.0,4.0,4.0,4.0,6.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10;11;2;22;
6225,c_c004881,강원 영월군 한반도면 옹정리 산 180,0.0,1,0,3.0,4.0,3.0,3.3333,6.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10;11;2;22;
6228,c_c004892,전남 나주시 빛가람동 346-3,0.0,7,0,4.0,2.0,3.0,3.0,3.0,2.0,7.0,1.0,6.0,3.0,1.0,2.0,6.0,5.0,3.0,6.0,6.0,1;4;6;26;27;24;22;21;
6229,c_c004892,전남 나주시 산포면 산제리 산 23-7,0.0,1,0,5.0,5.0,5.0,5.0,3.0,2.0,7.0,1.0,6.0,3.0,1.0,2.0,6.0,5.0,3.0,6.0,6.0,1;4;6;26;27;24;22;21;
6230,c_c004892,전남 나주시 빛가람동 196-5,0.0,6,0,4.0,3.0,3.0,3.3333,3.0,2.0,7.0,1.0,6.0,3.0,1.0,2.0,6.0,5.0,3.0,6.0,6.0,1;4;6;26;27;24;22;21;
6231,c_c004892,전남 나주시 빛가람동 348-1,0.0,4,0,5.0,2.0,4.0,3.6667,3.0,2.0,7.0,1.0,6.0,3.0,1.0,2.0,6.0,5.0,3.0,6.0,6.0,1;4;6;26;27;24;22;21;
6232,c_c004900,전남 순천시 송광면 신평리 12,0.0,2,0,5.0,5.0,5.0,5.0,3.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,5.0,2.0,28;3;4;
6233,c_c004900,광주 북구 금곡동 산 1-3,0.0,7,1,5.0,5.0,5.0,5.0,3.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,5.0,2.0,28;3;4;
6234,c_c004903,충남 서산시 해미면 읍내리 221-56,0.0,4,0,4.0,4.0,4.0,4.0,8.0,2.0,7.0,1.0,1.0,4.0,7.0,2.0,3.0,1.0,4.0,5.0,1.0,0
6235,c_c004903,충남 서산시 해미면 읍내리 491,0.0,2,0,4.0,2.0,3.0,3.0,8.0,2.0,7.0,1.0,1.0,4.0,7.0,2.0,3.0,1.0,4.0,5.0,1.0,0
6236,c_c004903,경기 안산시 단원구 신길동 1687,0.0,4,0,4.0,4.0,4.0,4.0,8.0,2.0,7.0,1.0,1.0,4.0,7.0,2.0,3.0,1.0,4.0,5.0,1.0,0
6237,c_c004911,충남 태안군 태안읍 남문리 170-4,0.0,4,0,4.0,5.0,5.0,4.6667,9.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,7.0,3.0,0
6238,c_c004915,충북 단양군 매포읍 하괴리 84-1,0.0,1,0,4.0,3.0,3.0,3.3333,3.0,7.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,11;3;5;
6239,c_c004915,충북 단양군 단성면 하방리 산 3-1,0.0,2,0,4.0,4.0,4.0,4.0,3.0,7.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,11;3;5;
6240,c_c004915,충북 단양군 영춘면 하리 147,0.0,8,0,4.0,4.0,4.0,4.0,3.0,7.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,11;3;5;
6241,c_c004915,서울 강서구 등촌동 689,0.0,4,1,4.263918117466998,4.03328869332313,4.1835660991008226,4.160257442127416,3.0,7.0,8.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,11;3;5;
6242,c_c004917,충남 공주시 의당면 청룡리,0.0,1,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6243,c_c004917,충남 공주시 신관동 553,0.0,7,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6244,c_c004917,충남 공주시 산성동 190-1,0.0,4,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6245,c_c004917,충남 공주시 유구읍 석남리 278-6,0.0,4,0,5.0,4.0,5.0,4.6667,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6246,c_c004917,충남 공주시 금성동 65-3,0.0,2,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6247,c_c004917,충남 공주시 사곡면 운암리 567,0.0,2,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6248,c_c004917,충남 공주시 유구읍 유구리 648-18,0.0,1,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6249,c_c004917,충남 공주시 금성동 184-4,0.0,7,0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6250,c_c004917,충남 공주시 유구읍 유구리 648-17,0.0,1,0,2.0,4.0,2.0,2.6667,5.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,6.0,5.0,4;
6251,c_c004919,전남 순천시 연향동 752,0.0,5,1,5.0,5.0,5.0,5.0,2.0,2.0,6.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,6.0,22;25;27;5;7;
6252,c_c004919,전남 순천시 해룡면 월전리 518-2,0.0,5,1,4.0,4.0,4.0,4.0,2.0,2.0,6.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,6.0,22;25;27;5;7;
6253,c_c004919,전남 순천시 황전면 괴목리,0.0,4,1,5.0,5.0,5.0,5.0,2.0,2.0,6.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,6.0,22;25;27;5;7;
6254,c_c004929,전북 순창군 적성면 괴정리 산 30-5,0.0,1,0,3.0,3.0,4.0,3.3333,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,5.0,2.0,4.0,5.0,3;9;21;22;11;5;
6255,c_c004929,전북 순창군 동계면 어치리 산 101-1,0.0,1,0,4.0,4.0,4.0,4.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,5.0,2.0,4.0,5.0,3;9;21;22;11;5;
6256,c_c004929,전북 정읍시 내장동 산 231,0.0,1,0,5.0,5.0,5.0,5.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,5.0,2.0,4.0,5.0,3;9;21;22;11;5;
6257,c_c004929,전북 정읍시 칠보면 무성리 500,0.0,2,0,4.0,3.0,4.0,3.6667,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,5.0,2.0,4.0,5.0,3;9;21;22;11;5;
6258,c_c004935,대전 서구 장안동 259,0.0,1,0,5.0,5.0,5.0,5.0,4.0,6.0,1.0,7.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0
6259,c_c004935,충북 옥천군 군북면 추소리 759,0.0,7,0,5.0,5.0,5.0,5.0,4.0,6.0,1.0,7.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,0
6260,c_c004937,전북 남원시 어현동 37-158,0.0,6,0,5.0,5.0,5.0,5.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10;2;22;23;24;
6261,c_c004941,전북 전주시 덕진구 덕진동1가 73-48,0.0,6,0,1.0,3.0,3.0,2.3333,5.0,3.0,1.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;6;22;
6262,c_c004941,전북 전주시 완산구 풍남동3가 64-1,0.0,7,0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;6;22;
6263,c_c004947,전북 군산시 월명동 9-5,0.0,2,0,4.0,4.0,3.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;24;26;27;
6264,c_c004947,전북 군산시 조촌동 450-21,0.0,4,0,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;24;26;27;
6265,c_c004947,전북 군산시 경암동 590-296,0.0,4,0,3.0,4.0,3.0,3.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;24;26;27;
6266,c_c004947,전북 군산시 소룡동,0.0,7,0,4.0,3.0,3.0,3.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;21;24;26;27;
6267,c_c004949,충북 단양군 적성면 애곡리 산 1-27,0.0,6,0,5.0,5.0,5.0,5.0,1.0,3.0,7.0,10.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,13;2;8;
6268,c_c004949,경북 봉화군 봉성면 우곡리 151-2,0.0,2,0,5.0,5.0,5.0,5.0,1.0,3.0,7.0,10.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,13;2;8;
6272,c_c004951,충북 청주시 청원구 우암동 228-6,0.0,2,1,4.0,4.0,4.0,4.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;27;28;3;
6273,c_c004952,충남 당진시 합덕읍 합덕리 275-2,0.0,2,0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,6.0,11;13;2;22;9;
6274,c_c004952,충남 당진시 신평면 운정리 208-1,0.0,6,0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,6.0,11;13;2;22;9;
6275,c_c004952,충남 당진시 순성면 성북리 160-1,0.0,3,0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,6.0,11;13;2;22;9;
6276,c_c004952,충남 예산군 고덕면 상몽리 442-1,0.0,1,0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,6.0,11;13;2;22;9;
6277,c_c004954,충남 천안시 동남구 광덕면 광덕리 717,0.0,13,0,4.0,3.0,4.0,3.6667,4.0,2.0,7.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,7.0,8;
6278,c_c004955,전북 익산시 금마면 신용리 432-1,0.0,13,0,4.0,3.0,4.0,3.6667,4.0,2.0,1.0,3.0,6.0,4.0,6.0,3.0,5.0,6.0,6.0,3.0,7.0,2;9;22;11;26;
6279,c_c004956,전북 전주시 완산구 교동 26-3,0.0,2,0,3.0,3.0,4.0,3.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3;4;6;2;7;8;22;23;24;25;26;27;28;21;13;12;11;10;9;5;1;
6280,c_c004956,전북 전주시 완산구 풍남동3가 102,0.0,4,0,3.0,4.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3;4;6;2;7;8;22;23;24;25;26;27;28;21;13;12;11;10;9;5;1;
6281,c_c004956,전북 전주시 완산구 삼천동1가 712,0.0,4,0,2.0,2.0,1.0,1.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3;4;6;2;7;8;22;23;24;25;26;27;28;21;13;12;11;10;9;5;1;
6282,c_c004956,전북 전주시 완산구 전동 200-1,0.0,2,1,2.0,2.0,2.0,2.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3;4;6;2;7;8;22;23;24;25;26;27;28;21;13;12;11;10;9;5;1;
