,Unnamed: 0,TRAVEL_ID,VISIT_AREA_ID,GENDER,INCOME,TRAVEL_MISSION,REL_CD,LODGING_TYPE_CD,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,COMPANION_AGE_GRP,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,LOTNO_ADDR,VISIT_AREA_TYPE_CD,X_COORD,Y_COORD
8662,9314,c_c003528,2210080003,0,4.0,1;11;22;6;9;,5.0,0.0,1,11.0,22.0,1.0,9.0,3.0,6.0,3.0,6.0,4.0,6.0,3.0,2.0,6.0,5.0,3.0,1,4.0,4.0,3.0,3.6667,충북 진천군 진천읍 벽암리 569,11,127.4383491,3685962814
8663,9315,c_c003528,2210090003,0,4.0,1;11;22;6;9;,5.0,0.0,1,11.0,22.0,1.0,9.0,3.0,6.0,3.0,6.0,4.0,6.0,3.0,2.0,6.0,5.0,3.0,1,5.0,5.0,5.0,5.0,충북 진천군 문백면 구산동리 601-32,8,127.4931996,3682618525
8664,9317,c_c003528,2210090004,0,4.0,1;11;22;6;9;,5.0,0.0,1,11.0,22.0,1.0,9.0,3.0,6.0,3.0,6.0,4.0,6.0,3.0,2.0,6.0,5.0,3.0,1,5.0,5.0,5.0,5.0,충북 진천군 문백면 구산동리 601-32,7,127.4931996,3682618525
8665,9318,c_c003535,2210020007,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,3.0,4.0,4.0,3.6667,전북 고창군 아산면 삼인리 500,2,126.578159,3549723407
8666,9319,c_c003535,2210010008,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 김제시 부량면 신용리 201-1,8,126.8535801,3575548543
8667,9320,c_c003535,2210010004,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,3.0,3.0,3.3333,전북 전주시 완산구 교동 998-1,13,127.1625302,3581160455
8668,9321,c_c003535,2209300005,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 익산시 금마면 기양리 32-2,2,127.0312769,3601241625
8669,9322,c_c003535,2210010003,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,1,4.0,3.0,4.0,3.6667,전북 전주시 완산구 교동 50-79,7,127.1571847,3581379812
8670,9323,c_c003535,2210030003,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 정읍시 내장동 산 231,6,126.9086047,354867426
8671,9324,c_c003535,2209300006,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,3.0,3.0,3.3333,전북 익산시 금마면 동고도리 533-2,8,127.0586005,3600056382
8672,9325,c_c003535,2210010007,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 김제시 금산면 금산리 39,2,127.0538917,3572317253
8673,9326,c_c003535,2210010006,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,3.0,3.0,3.3333,전북 전주시 완산구 전동 73,11,127.1489139,3581392311
8674,9327,c_c003535,2210010009,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,3.0,3.0,4.0,3.3333,전북 군산시 장미동 18-2,3,126.712488,3599015421
8675,9328,c_c003535,2209300003,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 익산시 남중동 321,11,126.9546601,3594975419
8676,9329,c_c003535,2210020010,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 고창군 고창읍 죽림리 275-3,2,126.646965,3544737116
8677,9330,c_c003535,2210030007,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전남 완도군 보길면 부황리,1,126.5189319,3412569793
8678,9331,c_c003535,2210030005,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전남 완도군 보길면 부황리 572-2,2,126.5559646,3416248159
8679,9332,c_c003535,2210020004,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 부안군 보안면 유천리 798-4,2,126.6513259,3561168703
8680,9333,c_c003535,2210020002,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 고창군 고창읍 읍내리 584-30,11,126.6967772,3543325137
8681,9334,c_c003535,2210020008,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 고창군 고창읍 읍내리 산 9,8,126.7048689,3542973826
8682,9335,c_c003535,2210030008,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,4.0,4.0,4.0,전남 완도군 보길면 부황리 411,2,126.5447601,3414624243
8683,9336,c_c003535,2210030006,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,3.0,3.0,3.0,3.0,전남 장성군 황룡면 필암리 377,2,126.7517326,3531032795
8684,9337,c_c003535,2210030004,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,3.0,4.0,3.6667,전북 정읍시 장명동 216,4,126.8570563,3556715015
8685,9338,c_c003535,2210010010,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,4.0,5.0,4.3333,전북 군산시 금광동 135-1,2,126.7074319,3598275549
8686,9339,c_c003535,2209300009,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,1,5.0,5.0,5.0,5.0,전북 전주시 덕진구 덕진동1가 73-48,6,127.1443889,3585520353
8687,9340,c_c003535,2210020009,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 고창군 고창읍 도산리 676,2,126.6524395,3544165831
8688,9341,c_c003535,2210010011,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,3.0,2.0,4.0,3.0,전북 군산시 나운동 1223-5,7,126.6898948,3595542207
8689,9342,c_c003535,2209300012,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,4.0,4.0,4.0,전북 전주시 덕진구 덕진동1가 664-6,11,127.1260505,3584484801
8690,9343,c_c003535,2210010002,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,1,4.0,4.0,4.0,4.0,전북 전주시 완산구 전동 200-1,2,127.1492215,358133288
8691,9344,c_c003535,2209300008,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,3.0,3.0,3.3333,전북 익산시 왕궁면 왕궁리 562,2,127.0549353,3597384572
8692,9345,c_c003535,2209300002,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,3.0,3.0,3.3333,전북 익산시 중앙동2가 40-3,2,126.9480141,3593808492
8693,9346,c_c003535,2210010001,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,1,4.0,3.0,4.0,3.6667,전북 전주시 완산구 풍남동3가 102,1,127.1497299,3581538665
8694,9347,c_c003535,2209300004,0,12.0,2;21;22;23;3;,0.0,0.0,2,21.0,22.0,7.0,8.0,5.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,7.0,0.0,0,4.0,5.0,5.0,4.6667,전북 익산시 황등면 율촌리 185-1,1,126.9562687,3601950685
8695,9348,c_c003537,2210020004,2,0.0,0,1.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,3.0,3.0,3.0,3.0,충북 제천시 수산면 하천리 15,7,128.2265771,3697006119
8696,9349,c_c003537,2210030001,2,0.0,0,1.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,5.0,5.0,5.0,5.0,충북 제천시 청풍면 물태리 98-2,6,128.1665643,3700134983
8697,9350,c_c003537,2210030003,2,0.0,0,1.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1,5.0,5.0,5.0,5.0,충북 제천시 백운면 평동리,2,128.0569517,3714430851
8698,9351,c_c003537,2210020008,2,0.0,0,1.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,충북 제천시 수산면 수산리 24,1,128.2065303,3693247546
8699,9352,c_c003537,2210020007,2,0.0,0,1.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,5.0,5.0,5.0,5.0,충북 제천시 청풍면 물태리 104-7,2,128.1708045,370047482
8700,9353,c_c003537,2210030002,2,0.0,0,1.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1,5.0,5.0,5.0,5.0,충북 제천시 청풍면 물태리 104-7,2,128.1708045,370047482
8701,9354,c_c003537,2210020005,2,0.0,0,1.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,충북 제천시 금성면 성내리 173,11,128.1802419,3703005647
8702,9355,c_c003541,2210300008,0,6.0,13;21;3;4;,0.0,0.0,13,21.0,3.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,3.0,0.0,0,5.0,5.0,5.0,5.0,경북 문경시 문경읍 상초리 산 42-26,2,128.0578725,3681041161
8703,9356,c_c003541,2210300006,0,6.0,13;21;3;4;,0.0,0.0,13,21.0,3.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,3.0,0.0,0,4.0,4.0,4.0,4.0,충북 괴산군 연풍면 원풍리,1,128.0289174,3680668475
8704,9357,c_c003541,2210310001,0,6.0,13;21;3;4;,0.0,0.0,13,21.0,3.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,3.0,0.0,0,4.0,3.0,3.0,3.3333,충북 괴산군 연풍면 삼풍리 188,2,127.9941713,3676371333
8705,9358,c_c003541,2210310003,0,6.0,13;21;3;4;,0.0,0.0,13,21.0,3.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,3.0,0.0,0,4.0,4.0,4.0,4.0,경기 안성시 서인동 79-1,11,127.2686829,3700617867
8706,9359,c_c003541,2210300003,0,6.0,13;21;3;4;,0.0,0.0,13,21.0,3.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,3.0,0.0,0,4.0,4.0,4.0,4.0,충북 충주시 노은면 연하리 531-3,11,127.7549045,3704753463
8707,9360,c_c003541,2210310002,0,6.0,13;21;3;4;,0.0,0.0,13,21.0,3.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,3.0,0.0,0,3.0,3.0,3.0,3.0,충북 괴산군 문광면 양곡리,1,127.7508239,3676793183
8708,9361,c_c003541,2210300004,0,6.0,13;21;3;4;,0.0,0.0,13,21.0,3.0,9.0,3.0,6.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,3.0,0.0,0,4.0,4.0,4.0,4.0,충북 충주시 칠금동 849,4,127.9142354,3698140494
8709,9363,c_c003550,2210080004,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,7.0,4.0,4.0,1.0,2.0,4.0,6.0,4.0,4.0,7.0,0.0,1,5.0,5.0,5.0,5.0,충남 아산시 배방읍 장재리 1760,4,127.1056737,3679650899
8710,9364,c_c003550,2210080005,0,2.0,0,0.0,0.0,0,0.0,0.0,2.0,1.0,7.0,4.0,4.0,1.0,2.0,4.0,6.0,4.0,4.0,7.0,0.0,1,5.0,5.0,5.0,5.0,충남 천안시 서북구 불당동 1289,4,127.1012214,3679854937
8711,9365,c_c003552,2210090004,1,2.0,22;4;9;,8.0,0.0,22,4.0,9.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,6.0,4.0,3.0,0,4.0,3.0,4.0,3.6667,충남 천안시 서북구 두정동 925,11,127.1349007,3683268062
8712,9366,c_c003552,2210100001,1,2.0,22;4;9;,8.0,0.0,22,4.0,9.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,6.0,4.0,3.0,0,3.0,3.0,3.0,3.0,충남 천안시 서북구 불당동 234-1,13,127.1137467,3681474094
8713,9367,c_c003552,2210090003,1,2.0,22;4;9;,8.0,0.0,22,4.0,9.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,6.0,4.0,3.0,0,5.0,5.0,5.0,5.0,충남 천안시 동남구 구룡동 564-27,11,127.1393507,3677312643
8714,9368,c_c003552,2210090002,1,2.0,22;4;9;,8.0,0.0,22,4.0,9.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,3.0,6.0,4.0,3.0,0,5.0,5.0,5.0,5.0,충남 천안시 서북구 불당동 1534,11,127.1091168,3681621859
8715,9369,c_c003553,2210290004,1,4.0,5;,7.0,0.0,5,0.0,0.0,1.0,3.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,5.0,5.0,5.0,5.0,전남 여수시 고소동,1,127.7403102,3473865018
8716,9370,c_c003553,2210290003,1,4.0,5;,7.0,0.0,5,0.0,0.0,1.0,3.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,전남 여수시 돌산읍 우두리 797-4,11,127.739187,3473294395
8717,9371,c_c003554,2210230001,1,6.0,1;2;3;4;6;,2.0,0.0,1,2.0,3.0,1.0,10.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,0,3.0,3.0,3.0,3.0,충북 제천시 청풍면 물태리 104-7,2,128.1708045,370047482
8718,9372,c_c003557,2210090004,1,4.0,1;22;24;8;,7.0,0.0,1,22.0,24.0,2.0,3.0,7.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,5.0,4.0,4.0,1,4.0,4.0,4.0,4.0,충남 청양군 남양면 봉암리 150-13,11,126.7832443,3641299702
8719,9374,c_c003568,2209270007,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,3.0,2.0,2.0,2.3333,전남 목포시 옥암동 1215-1,11,126.4476263,3481351199
8720,9375,c_c003568,2209280003,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전남 담양군 담양읍 향교리 산 44,2,126.9859309,3532783715
8721,9376,c_c003568,2209280005,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전북 전주시 덕진구 진북동 976-15,11,127.1310441,3582345582
8722,9377,c_c003568,2209260005,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,3.0,3.0,3.3333,전남 영광군 불갑면 모악리 8,2,126.5497153,3520068281
8723,9378,c_c003568,2209260006,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,4.0,4.0,4.0,전남 영광군 법성면 법성리 648-44,11,126.4449641,3536170635
8724,9379,c_c003568,2209280004,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,2.0,2.0,2.0,2.0,전남 담양군 담양읍 학동리 59-14,1,127.0044299,353239333
8725,9380,c_c003568,2209270001,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,3.0,3.0,3.0,3.0,전남 목포시 무안동 1-3,11,126.3844161,3478985169
8726,9381,c_c003568,2209270008,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,3.0,4.0,3.6667,전남 목포시 상동 1157,3,126.4331839,3479599272
8727,9382,c_c003568,2209270004,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,3.0,3.0,3.0,3.0,전남 목포시 산정동 90-1,2,126.3854489,3480056458
8728,9383,c_c003568,2209270006,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,3.0,4.0,3.6667,전남 목포시 달동,1,126.3677456,3476885022
8729,9384,c_c003568,2209270005,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,3.0,4.0,3.6667,전남 목포시 죽교동 516-101,6,126.3700434,3479937981
8730,9385,c_c003568,2209270002,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전남 목포시 산정동 90,2,126.3858838,3479968972
8731,9386,c_c003568,2209280001,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전남 담양군 가사문학면 지곡리 123,2,127.0122657,3518414127
8732,9387,c_c003568,2209270003,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,전남 목포시 온금동 187,11,126.3706786,3478078099
8733,9388,c_c003568,2209260003,2,0.0,13;,2.0,0.0,13,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,2.0,2.0,2.0,2.0,전남 목포시 옥암동 996-2,11,126.4292737,3480461885
8734,9389,c_c003581,2210010005,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 장재동 42,11,126.7191506,359794985
8735,9390,c_c003581,2210020002,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 중앙로1가 11-1,13,126.7112601,3598749804
8736,9391,c_c003581,2210020007,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 신창동 49-6,11,126.7087888,3598767231
8737,9392,c_c003581,2210020009,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 중앙로1가 12-2,11,126.7112634,3598720064
8738,9393,c_c003581,2210010008,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 옥도면 선유도리 115-1,1,126.4130219,3582302322
8739,9394,c_c003581,2210020010,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 경암동 539-4,7,126.7349894,3598131266
8740,9395,c_c003581,2210020004,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 금광동 135-1,2,126.7074319,3598275549
8741,9396,c_c003581,2210010009,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 옥도면 대장도리 산 1,1,126.3942256,3581742155
8742,9397,c_c003581,2210020003,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 월명동 16-8,13,126.7082672,3598505387
8743,9398,c_c003581,2210010010,1,4.0,12;21;28;4;,8.0,0.0,12,21.0,28.0,3.0,1.0,7.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0,5.0,5.0,5.0,5.0,전북 군산시 나운동 841-13,11,126.694719,3596343381
8744,9399,c_c003586,2210020004,0,4.0,11;12;13;2;,8.0,0.0,11,12.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,1,5.0,5.0,5.0,5.0,충남 보령시 성주면 성주리 251-1,1,126.6389246,3633430175
8745,9400,c_c003586,2210020006,0,4.0,11;12;13;2;,8.0,0.0,11,12.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,1,5.0,5.0,5.0,5.0,충남 태안군 남면 당암리 751,4,126.315745,3661197256
8746,9401,c_c003586,2210010002,0,4.0,11;12;13;2;,8.0,0.0,11,12.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,1,5.0,5.0,5.0,5.0,충남 태안군 남면 신장리 396-5,11,126.2963645,3667424221
8747,9402,c_c003586,2210010008,0,4.0,11;12;13;2;,8.0,0.0,11,12.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,0,3.0,2.0,2.0,2.3333,충남 보령시 신흑동 1970,11,126.5163257,3630621672
8748,9403,c_c003586,2210010009,0,4.0,11;12;13;2;,8.0,0.0,11,12.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,1,5.0,5.0,5.0,5.0,충남 보령시 신흑동 2267-3,1,126.5134816,3631023173
8749,9404,c_c003586,2210010004,0,4.0,11;12;13;2;,8.0,0.0,11,12.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,0,4.0,3.0,3.0,3.3333,충남 보령시 오천면 소성리 산 13-1,1,126.5353114,3643736531
8750,9405,c_c003586,2210020003,0,4.0,11;12;13;2;,8.0,0.0,11,12.0,13.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,6.0,2.0,4.0,0,4.0,4.0,3.0,3.6667,충남 보령시 동대동 1920,11,126.6022725,3634570243
8751,9406,c_c003588,2210010004,1,4.0,22;,8.0,0.0,22,0.0,0.0,1.0,3.0,7.0,2.0,2.0,6.0,2.0,5.0,6.0,1.0,5.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전북 고창군 공음면 선동리 산 119-22,8,126.5419301,3537662943
8752,9407,c_c003588,2210010005,1,4.0,22;,8.0,0.0,22,0.0,0.0,1.0,3.0,7.0,2.0,2.0,6.0,2.0,5.0,6.0,1.0,5.0,7.0,4.0,0,5.0,5.0,5.0,5.0,전북 고창군 심원면 월산리 532-2,11,126.5542988,3553655842
