,Unnamed: 0,TRAVEL_ID,VISIT_AREA_ID,GENDER,INCOME,TRAVEL_MISSION,REL_CD,LODGING_TYPE_CD,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,COMPANION_AGE_GRP,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,LOTNO_ADDR,VISIT_AREA_TYPE_CD,X_COORD,Y_COORD
0,0,a_a000202,2208280003,2,0.0,2;,2.0,0.0,2,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0,4.0,3.0,3.0,3.3333,충남 천안시 동남구 북면 연춘리 243-40,11,127.253206,3677141931
1,1,a_a000202,2208280004,2,0.0,2;,2.0,0.0,2,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,4.0,4.0,4.0,4.0,충남 당진시 신평면 운정리 208-1,6,126.8223773,3689022833
2,2,a_a000202,2208280002,2,0.0,2;,2.0,0.0,2,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0,4.0,4.0,4.0,4.0,충남 천안시 동남구 목천읍 남화리 230-1,2,127.2228083,3678366949
3,3,a_a000202,2208270003,2,0.0,2;,2.0,0.0,2,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,2.0,3.0,3.0,2.6667,충남 천안시 동남구 성남면 용원리 672,6,127.2240807,3675740229
4,4,a_a000273,2209220003,1,12.0,0,7.0,0.0,0,0.0,0.0,3.0,1.0,10.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,0,4.0,4.0,4.0,4.0,충남 보령시 명천동 765-40,5,126.6222127,3632814011
5,5,a_a000273,2209220005,1,12.0,0,7.0,0.0,0,0.0,0.0,3.0,1.0,10.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,5.0,0,3.0,4.0,4.0,3.6667,충남 보령시 궁촌동 344-1,11,126.5882177,3634186088
6,8,a_a000319,2208270004,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,0,5.0,4.0,4.0,4.3333,전남 영암군 신북면 유곡리 73-9,11,126.6953506,3490126131
7,9,a_a000319,2208270007,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,0,5.0,5.0,5.0,5.0,광주 광산구 수완동 128-106,5,126.8340325,3519848589
8,10,a_a000319,2208270009,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,0,4.0,4.0,4.0,4.0,광주 광산구 산정동 1043,11,126.8020118,3517646817
9,11,a_a000319,2208260005,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,0,4.0,4.0,3.0,3.6667,광주 서구 치평동 1193-7,11,126.8467214,3516020221
10,12,a_a000319,2208270002,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,1,4.0,4.0,4.0,4.0,전남 강진군 성전면 월평리 38-8,11,126.7072049,3469119711
11,13,a_a000319,2208260004,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,0,5.0,5.0,5.0,5.0,광주 광산구 우산동 1585-5,11,126.8103261,351624771
12,15,a_a000319,2208270008,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,0,4.0,4.0,3.0,3.6667,광주 광산구 하남동 670,11,126.7997865,3517741454
13,17,a_a000319,2208260009,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,1,5.0,5.0,5.0,5.0,전남 강진군 강진읍 남성리 24-28,4,126.771668,346372608
14,18,a_a000319,2208270003,1,10.0,21;24;27;4;5;,9.0,0.0,21,24.0,27.0,9.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,1,4.0,4.0,3.0,3.6667,전남 영암군 신북면 모산리,7,126.6945359,3490114028
15,19,a_a000777,2209020004,1,7.0,21;4;9;,8.0,0.0,21,4.0,9.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,0,2.0,3.0,3.0,2.6667,전남 순천시 덕암동 227-1,4,127.5035482,3494380874
16,20,a_a000777,2209020006,1,7.0,21;4;9;,8.0,0.0,21,4.0,9.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,0,5.0,5.0,5.0,5.0,전남 순천시 풍덕동 285-5,11,127.5067543,349403918
17,21,a_a000777,2209040001,1,7.0,21;4;9;,8.0,0.0,21,4.0,9.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,0,3.0,3.0,3.0,3.0,전남 순천시 조곡동 156-11,11,127.5008947,3494597581
18,22,a_a000777,2209030002,1,7.0,21;4;9;,8.0,0.0,21,4.0,9.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,0,5.0,5.0,5.0,5.0,전남 순천시 대대동 162-2,1,127.509555,3488561199
19,23,a_a000777,2209030001,1,7.0,21;4;9;,8.0,0.0,21,4.0,9.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,0,5.0,4.0,4.0,4.3333,전남 순천시 조곡동 161-15,11,127.5026818,3494461636
20,24,a_a000777,2209030003,1,7.0,21;4;9;,8.0,0.0,21,4.0,9.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,0,5.0,5.0,5.0,5.0,전남 순천시 오천동 600,1,127.4989016,3492921833
21,25,a_a000777,2209030004,1,7.0,21;4;9;,8.0,0.0,21,4.0,9.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,6.0,2.0,3.0,0,4.0,4.0,4.0,4.0,전남 순천시 연향동 1676-16,11,127.5161537,3493321329
22,26,a_a001091,2208270005,1,7.0,0,7.0,0.0,0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,0,4.0,4.0,4.0,4.0,충북 충주시 수안보면 온천리 211-1,11,127.9896435,3684634801
23,27,a_a001091,2208280005,1,7.0,0,7.0,0.0,0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,1,4.0,4.0,4.0,4.0,충북 충주시 앙성면 조천리 295-1,11,127.8096055,3711069405
24,28,a_a001091,2208280003,1,7.0,0,7.0,0.0,0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,1,4.0,4.0,4.0,4.0,충북 충주시 중앙탑면 탑평리 11,1,127.8666149,3701589405
25,29,a_a001091,2208280002,1,7.0,0,7.0,0.0,0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,0,4.0,4.0,4.0,4.0,충북 충주시 살미면 토계리,1,127.9242912,3689826027
26,30,a_a001091,2208280006,1,7.0,0,7.0,0.0,0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,1,4.0,4.0,4.0,4.0,경기 여주시 창동 68,11,127.635175,3729718468
27,31,a_a001091,2208280004,1,7.0,0,7.0,0.0,0,0.0,0.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,6.0,1,4.0,4.0,4.0,4.0,충북 충주시 중앙탑면 가흥리 276-3,11,127.8598525,3707426624
28,32,a_a001146,2208270006,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,4.0,4.0,4.0,충남 태안군 소원면 모항리 1427,11,126.1427375,3678498642
29,33,a_a001146,2208270010,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3.0,3.0,4.0,3.3333,충남 태안군 소원면 모항리 1358,1,126.1404264,3678478863
30,34,a_a001146,2208270005,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,4.0,4.0,4.0,충남 태안군 소원면 의항리 868,1,126.1494973,3679886391
31,35,a_a001146,2208280001,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,5.0,4.0,4.0,4.3333,충남 태안군 소원면 모항리 1358,1,126.1404264,3678478863
32,36,a_a001146,2208270007,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,5.0,5.0,5.0,5.0,충남 태안군 소원면 모항리 1358,1,126.1404264,3678478863
33,42,a_a001711,2209250002,0,5.0,1;2;22;23;26;,8.0,0.0,1,2.0,22.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,4.0,1,5.0,4.0,5.0,4.6667,충남 홍성군 홍북읍 신경리 887,2,126.6698002,3665587975
34,43,a_a001711,2209240005,0,5.0,1;2;22;23;26;,8.0,0.0,1,2.0,22.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,4.0,0,3.0,3.0,3.0,3.0,충남 당진시 시곡동 67,4,126.6838061,3690273594
35,44,a_a001711,2209240002,0,5.0,1;2;22;23;26;,8.0,0.0,1,2.0,22.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,4.0,0,5.0,5.0,5.0,5.0,충남 당진시 송악읍 기지시리 495,11,126.689781,3690073685
36,45,a_a001711,2209250001,0,5.0,1;2;22;23;26;,8.0,0.0,1,2.0,22.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,4.0,1,4.0,4.0,5.0,4.3333,충남 홍성군 홍북읍 신경리,1,126.6670623,3665692105
37,46,a_a001711,2209240004,0,5.0,1;2;22;23;26;,8.0,0.0,1,2.0,22.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,7.0,2.0,1.0,7.0,4.0,0,4.0,5.0,5.0,4.6667,충남 예산군 삽교읍 수촌리,8,126.7077871,3666397023
38,47,a_a001849,2209240002,0,4.0,11;2;23;3;4;,1.0,0.0,11,2.0,23.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,5.0,0,3.0,3.0,4.0,3.3333,충남 부여군 규암면 신리 715,11,126.8950592,3630152844
39,48,a_a001849,2209240003,0,4.0,11;2;23;3;4;,1.0,0.0,11,2.0,23.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,충남 부여군 규암면 합정리 172,4,126.9019026,3630714415
40,49,a_a001849,2209240004,0,4.0,11;2;23;3;4;,1.0,0.0,11,2.0,23.0,1.0,7.0,8.0,4.0,4.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,충남 부여군 규암면 합정리 530,2,126.9066735,3630631527
41,50,a_a001916,2210030004,0,5.0,22;25;28;8;,2.0,0.0,22,25.0,28.0,2.0,1.0,10.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,6.0,3.0,4.0,0,5.0,5.0,5.0,5.0,충북 충주시 종민동,7,127.9972087,3697940698
42,52,a_a001916,2210030003,0,5.0,22;25;28;8;,2.0,0.0,22,25.0,28.0,2.0,1.0,10.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,6.0,3.0,4.0,0,5.0,5.0,5.0,5.0,충북 충주시 종민동 502-2,11,127.995037,3698978364
43,53,a_a002255,2209260005,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 중앙동 779,11,127.7353485,3473989893
44,54,a_a002255,2209250006,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 수정동 774-4,11,127.7518753,3474580852
45,55,a_a002255,2209260002,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 돌산읍 평사리 1584,6,127.7770612,3469509024
46,56,a_a002255,2209250008,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 봉산동 273-7,11,127.7222132,3473272398
47,57,a_a002255,2209250011,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 중앙동 243,11,127.7416433,3473728998
48,58,a_a002255,2209250010,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 돌산읍 우두리 813-10,5,127.7372616,3472944288
49,59,a_a002255,2209260004,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 충무동 614-31,11,127.7295791,347406953
50,61,a_a002255,2209260003,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 종화동 1209,11,127.7422685,3473736008
51,62,a_a002255,2209250003,2,0.0,1;21;22;23;3;,0.0,0.0,1,21.0,22.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,서울 강서구 공항동 1373,11,126.8034999,3755872123
52,63,a_a002375,2209230002,1,5.0,8;,1.0,0.0,8,0.0,0.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,0,5.0,5.0,5.0,5.0,충북 충주시 안림동 511-9,11,127.9548003,3697004592
53,64,a_a002375,2209240001,1,5.0,8;,1.0,0.0,8,0.0,0.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,2.0,3.0,4.0,0,5.0,5.0,5.0,5.0,충북 충주시 동량면 조동리 1478,11,127.9633126,3702953997
54,65,a_a002569,2209240005,0,4.0,0,0.0,0.0,0,0.0,0.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 익산시 영등동 529-200,11,126.9657944,3595128999
55,66,a_a002569,2209240006,0,4.0,0,0.0,0.0,0,0.0,0.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 익산시 덕기동 41-4,11,127.0455129,3597122526
56,67,a_a002569,2209240004,0,4.0,0,0.0,0.0,0,0.0,0.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 익산시 금마면 기양리 32-2,2,127.0312769,3601241625
57,68,a_a002569,2209240008,0,4.0,0,0.0,0.0,0,0.0,0.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 익산시 모현동1가 887,11,126.9361229,35946294
58,69,a_a002570,2209240002,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,4.0,4.0,4.0,4.0,충북 단양군 단양읍 별곡리 565,11,128.3710015,3698409209
59,70,a_a002570,2209240004,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,4.0,4.0,5.0,4.3333,충북 단양군 단양읍 도전리 615,4,128.3699822,3698249105
60,71,a_a002570,2209230004,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,4.0,4.0,4.0,4.0,충북 제천시 중앙로2가 72-7,11,128.2148311,3714153755
61,72,a_a002570,2209220002,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,1,4.0,5.0,5.0,4.6667,충북 충주시 수안보면 온천리 241-5,11,127.9919169,3684528382
62,73,a_a002570,2209230005,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,4.0,5.0,5.0,4.6667,충북 제천시 청풍면 물태리 98-2,6,128.1665643,3700134983
63,74,a_a002570,2209220003,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,5.0,5.0,5.0,5.0,충북 충주시 수안보면 온천리 796-3,13,127.9864807,3684416127
64,75,a_a002570,2209230006,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,4.0,3.0,3.0,3.3333,충북 단양군 단양읍 상진리 567,11,128.3533407,369791671
65,76,a_a002570,2209230003,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,4.0,3.0,4.0,3.6667,충북 제천시 모산동 241,13,128.2105635,3717317401
66,77,a_a002570,2209240001,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,5.0,5.0,5.0,5.0,충북 단양군 단양읍 별곡리 569,6,128.3706273,36985147
67,78,a_a002570,2209240003,1,5.0,0,1.0,0.0,0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,1.0,6.0,4.0,0,3.0,3.0,3.0,3.0,충북 단양군 단양읍 도전리 636,5,128.3712834,3698265262
68,80,a_a002623,2209300001,2,0.0,0,0.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,5.0,5.0,5.0,5.0,충북 진천군 진천읍 읍내리 395-55,11,127.4429675,3685447927
69,81,a_a002623,2209290007,2,0.0,0,0.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,4.0,4.0,4.0,4.0,충북 진천군 진천읍 교성리 3-1,11,127.450077,3685531401
70,82,a_a002623,2209290006,2,0.0,0,0.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,3.0,2.0,3.0,2.6667,충북 진천군 진천읍 교성리 31-76,11,127.4451465,3685415304
71,83,a_a002623,2209290003,2,0.0,0,0.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,4.0,5.0,4.6667,충북 진천군 문백면 구산동리 601-32,1,127.4931996,3682618525
72,84,a_a002623,2209290005,2,0.0,0,0.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,5.0,5.0,5.0,5.0,충북 진천군 진천읍 읍내리 395-55,11,127.4429675,3685447927
73,85,a_a002623,2209290004,2,0.0,0,0.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,충북 진천군 이월면 내촌리 599-41,11,127.4319752,3694283741
74,86,a_a003143,2210180007,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전북 부안군 진서면 곰소리 964,11,126.6117132,3558765654
75,87,a_a003143,2210190006,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전남 진도군 진도읍 쌍정리 257-16,11,126.2656445,3448045249
76,88,a_a003143,2210190002,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전남 완도군 완도읍 가용리 1100,4,126.7494151,3432544181
77,89,a_a003143,2210180005,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전북 부안군 변산면 격포리 283-1,1,126.4695627,3563001931
78,90,a_a003143,2210190005,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전남 완도군 완도읍 대신리 1089-3,2,126.6699297,3432336839
79,91,a_a003143,2210190003,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전남 완도군 완도읍 군내리 1443,3,126.7488432,3432081333
80,92,a_a003143,2210190004,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전남 완도군 완도읍 군내리 205-2,13,126.7665675,3431070402
81,93,a_a003143,2210190001,0,1.0,1;2;4;5;9;,3.0,0.0,1,2.0,4.0,2.0,1.0,6.0,6.0,3.0,6.0,4.0,2.0,6.0,3.0,4.0,6.0,7.0,0,5.0,5.0,5.0,5.0,전남 완도군 완도읍 가용리 1021-5,11,126.747894,3432393862
82,94,a_a003321,2210020011,0,4.0,2;3;4;6;8;,6.0,0.0,2,3.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,4.0,0,4.0,4.0,4.0,4.0,충남 아산시 신인동 201-2,11,126.9800301,3675264194
83,95,a_a003321,2210020006,0,4.0,2;3;4;6;8;,6.0,0.0,2,3.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,4.0,0,4.0,3.0,3.0,3.3333,충남 천안시 서북구 성성동,1,127.1367142,3684891467
84,96,a_a003321,2210020005,0,4.0,2;3;4;6;8;,6.0,0.0,2,3.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,4.0,0,4.0,3.0,3.0,3.3333,충남 아산시 배방읍 장재리 1760,4,127.1056737,3679650899
85,97,a_a003321,2210020010,0,4.0,2;3;4;6;8;,6.0,0.0,2,3.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,4.0,0,2.0,1.0,1.0,1.3333,충남 아산시 장존동 185-7,4,126.9922913,3675077534
86,98,a_a003321,2210020003,0,4.0,2;3;4;6;8;,6.0,0.0,2,3.0,4.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,4.0,7.0,4.0,0,4.0,4.0,4.0,4.0,충남 홍성군 홍북읍 신경리 588,11,126.6807538,3665703963
87,100,a_a004016,2210020004,1,7.0,2;3;6;,2.0,0.0,2,3.0,6.0,2.0,7.0,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,1.0,1.0,1.0,충남 공주시 산성동 190-1,4,127.123205,3645822279
88,101,a_a004052,2210310003,0,2.0,0,1.0,0.0,0,0.0,0.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,5.0,0,4.0,2.0,4.0,3.3333,충북 충주시 소태면 복탄리 908,7,127.8177259,3710763245
89,102,a_a004052,2210300003,0,2.0,0,1.0,0.0,0,0.0,0.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,5.0,0,5.0,4.0,4.0,4.3333,충북 충주시 앙성면 능암리 621-27,11,127.8008466,370902422
90,103,a_a004052,2210300002,0,2.0,0,1.0,0.0,0,0.0,0.0,3.0,1.0,10.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,3.0,7.0,5.0,0,5.0,5.0,5.0,5.0,충북 충주시 중앙탑면 탑평리 50,1,127.8662637,3701821772
91,104,a_a004984,2210160002,1,4.0,1;27;28;,0.0,0.0,1,27.0,28.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,0.0,1,4.0,3.0,3.0,3.3333,광주 서구 풍암동 423-2,4,126.8767617,3513274678
92,105,a_a004984,2210160003,1,4.0,1;27;28;,0.0,0.0,1,27.0,28.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,0.0,0,5.0,5.0,5.0,5.0,광주 북구 두암동 594-3,11,126.9347744,3517804377
