,TRAVEL_ID,LOTNO_ADDR,LODGING_TYPE_CD,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,INCOME,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MISSION
1261,c_c000306,전북 군산시 신창동 1-5,0.0,2,0,5.0,4.0,4.0,4.3333,4.0,2.0,8.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,0
1262,c_c000306,전북 군산시 서흥남동 426-8,0.0,11,0,4.0,4.0,4.0,4.0,4.0,2.0,8.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,0
1263,c_c000307,전남 여수시 봉산동 273-35,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1264,c_c000307,전남 여수시 중앙동 491,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1265,c_c000307,전남 여수시 학동 87-2,0.0,11,0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1266,c_c000307,전남 여수시 소라면 죽림리 116,0.0,6,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1267,c_c000307,전남 여수시 종화동 458-7,0.0,1,1,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1268,c_c000307,전남 여수시 중앙동 779,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1269,c_c000307,전남 여수시 중앙동 667,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1270,c_c000307,전남 여수시 학동 48-3,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1271,c_c000307,전남 여수시 남산동 4,0.0,4,1,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1272,c_c000307,전남 여수시 웅천동 1692,0.0,1,0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1273,c_c000307,전남 여수시 학동 206-1,0.0,11,0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2;22;26;5;6;
1274,c_c000308,전북 군산시 신창동 48-4,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1275,c_c000308,전북 군산시 중앙로1가 12-2,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1276,c_c000308,전북 군산시 옥도면 장자도리,0.0,1,0,4.0,5.0,5.0,4.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1277,c_c000308,전북 군산시 영화동 22-8,0.0,11,0,4.0,3.0,3.0,3.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1278,c_c000308,전북 군산시 장미동 23,0.0,6,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1279,c_c000308,전북 군산시 신창동 49-6,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1280,c_c000308,전북 군산시 옥도면 무녀도리 산 10-12,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1281,c_c000308,전북 군산시 옥도면 선유도리 474,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1282,c_c000308,전북 군산시 옥도면 선유도리 115-1,0.0,1,0,1.0,5.0,5.0,3.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1283,c_c000308,전북 군산시 금광동 135-1,0.0,2,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1284,c_c000308,전북 군산시 장미동 23-1,0.0,2,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1285,c_c000308,전북 군산시 신흥동 58-2,0.0,2,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1286,c_c000308,전북 군산시 해망동,0.0,1,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;12;23;28;5;
1287,c_c000312,전북 부안군 변산면 격포리 788-12,0.0,11,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,23;
1288,c_c000312,전북 부안군 변산면 격포리 282-19,0.0,11,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,23;
1289,c_c000312,전북 부안군 보안면 유천리 798-4,0.0,2,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,23;
1290,c_c000312,전북 부안군 변산면 격포리 301-1,0.0,1,0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,23;
1291,c_c000318,충북 충주시 지현동 989-2,0.0,11,0,5.0,4.0,5.0,4.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;24;
1292,c_c000318,충북 충주시 단월동 130-13,0.0,11,0,3.0,3.0,3.0,3.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;24;
1293,c_c000318,충북 충주시 안림동 193-10,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;24;
1294,c_c000318,충북 충주시 연수동 1366-2,0.0,11,0,5.0,3.0,5.0,4.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;24;
1295,c_c000318,충북 충주시 단월동 12-8,0.0,11,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;24;
1296,c_c000318,충북 충주시 호암동 산 124-16,0.0,1,0,5.0,3.0,5.0,4.3333,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;24;
1297,c_c000318,충북 충주시 목벌동 319-8,0.0,1,0,2.0,1.0,2.0,1.6667,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;24;
1298,c_c000321,충남 천안시 동남구 병천면 매성리 335-1,0.0,5,0,2.0,2.0,2.0,2.0,9.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,12;13;21;5;9;
1299,c_c000321,충남 천안시 동남구 병천면 병천리 190-9,0.0,11,0,3.0,3.0,3.0,3.0,9.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,12;13;21;5;9;
1300,c_c000321,충북 청주시 서원구 사직동 749,0.0,2,0,3.0,3.0,4.0,3.3333,9.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,12;13;21;5;9;
1301,c_c000321,충남 천안시 동남구 병천면 병천리 173-6,0.0,11,1,3.0,4.0,4.0,3.6667,9.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,12;13;21;5;9;
1302,c_c000321,충남 천안시 동남구 병천면 매성리 389-1,0.0,11,0,4.0,4.0,4.0,4.0,9.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,12;13;21;5;9;
1303,c_c000321,충북 청주시 청원구 오창읍 양청리 752-3,0.0,11,0,5.0,4.0,4.0,4.3333,9.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,12;13;21;5;9;
1305,c_c000323,충북 제천시 강제동 684,0.0,4,0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,2.0,6.0,3.0,5.0,2.0,3.0,5.0,2.0,4.0,22;24;3;
1307,c_c000325,전남 순천시 대대동 162-2,0.0,1,1,4.0,3.0,4.0,3.6667,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1308,c_c000325,전남 순천시 대룡동 83-4,0.0,11,0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1309,c_c000325,전남 여수시 돌산읍 우두리 794-89,0.0,6,0,5.0,4.0,5.0,4.6667,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1310,c_c000325,전남 순천시 대룡동 134-15,0.0,11,0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1311,c_c000325,전남 여수시 오림동 408-21,0.0,11,0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1312,c_c000325,전남 여수시 중앙동 383,0.0,4,0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1313,c_c000325,전남 여수시 만흥동 111-2,0.0,11,0,5.0,4.0,5.0,4.6667,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1314,c_c000325,전남 여수시 공화동 1070-1,0.0,11,0,4.0,2.0,3.0,3.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,5.0,23;
1315,c_c000326,전남 여수시 수정동 772,0.0,11,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1317,c_c000326,전남 여수시 중앙동 468,0.0,4,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1318,c_c000326,전남 여수시 수정동 774-4,0.0,13,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1319,c_c000326,전남 여수시 웅천동 산 274,0.0,1,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1320,c_c000326,전남 여수시 수정동,0.0,2,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1321,c_c000326,전남 여수시 웅천동 1718-4,0.0,11,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1322,c_c000326,전남 여수시 중앙동 383,0.0,2,1,5.0,4.0,5.0,4.6667,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1323,c_c000326,전남 여수시 종화동 458,0.0,11,0,5.0,2.0,3.0,3.3333,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1324,c_c000326,전남 여수시 중앙동 793,0.0,11,0,5.0,4.0,4.0,4.3333,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1325,c_c000326,전남 여수시 시전동 1002,0.0,3,0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,28;3;4;6;7;
1326,c_c000328,전북 전주시 완산구 교동 50-79,0.0,7,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1327,c_c000328,전남 여수시 중앙동 385-6,0.0,2,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1328,c_c000328,전북 전주시 완산구 풍남동3가 32-3,0.0,3,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1329,c_c000328,전북 전주시 완산구 풍남동3가 102,0.0,2,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1330,c_c000328,전북 전주시 완산구 전동3가 2-195,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1332,c_c000328,전북 전주시 덕진구 덕진동1가 1316-2,0.0,1,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1333,c_c000328,전남 여수시 돌산읍 율림리 70,0.0,2,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1334,c_c000328,전남 여수시 돌산읍 우두리 794-89,0.0,6,0,5.0,5.0,5.0,5.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;3;4;9;
1335,c_c000329,충북 제천시 청풍면 물태리 104-7,0.0,2,0,5.0,5.0,5.0,5.0,8.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0
1336,c_c000329,충청북도 제천시 백운면,0.0,4,0,3.0,3.0,3.0,3.0,8.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0
1337,c_c000329,충북 제천시 백운면 평동리 707,0.0,6,0,5.0,5.0,5.0,5.0,8.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0
1338,c_c000329,충북 제천시 수산면 괴곡리 64-1,0.0,13,0,5.0,5.0,5.0,5.0,8.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0
1339,c_c000329,충북 제천시 청풍면 물태리 133-19,0.0,11,0,4.0,3.0,3.0,3.3333,8.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0
1341,c_c000329,충북 제천시 청풍면 도곡리 99,0.0,13,0,5.0,3.0,3.0,3.6667,8.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0
1342,c_c000333,충북 제천시 백운면 평동리 707,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;23;26;
1343,c_c000333,충북 제천시 백운면 평동리 16-1,0.0,11,1,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;23;26;
1344,c_c000333,충북 제천시 백운면 평동리 707,0.0,13,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;23;26;
1345,c_c000333,충북 제천시 백운면 평동리 211,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;23;26;
1346,c_c000333,충북 제천시 백운면 평동리 16-1,0.0,11,0,4.0,4.0,4.0,4.0,3.97584475505496,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;23;26;
1347,c_c000337,충북 제천시 백운면 평동리 707,0.0,11,0,4.0,2.0,2.0,2.6667,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,1;10;22;23;4;
1348,c_c000337,충북 제천시 청풍면 신리 32,0.0,11,0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,1;10;22;23;4;
1350,c_c000337,충북 제천시 수산면 괴곡리 64-1,0.0,1,0,4.0,2.0,4.0,3.3333,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,1;10;22;23;4;
1351,c_c000337,충북 제천시 중앙로1가 32,0.0,4,0,3.0,2.0,2.0,2.3333,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,1;10;22;23;4;
1352,c_c000340,전남 여수시 종화동 315,0.0,11,0,4.0,4.0,4.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1353,c_c000340,전남 여수시 군자동 472,0.0,3,0,4.0,4.0,4.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1354,c_c000340,전남 여수시 종화동 458-7,0.0,2,0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1355,c_c000340,전남 여수시 교동 472,0.0,11,0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1356,c_c000340,전남 여수시 중앙동 473,0.0,11,0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1357,c_c000340,전남 여수시 중앙동 433,0.0,11,0,4.0,4.0,4.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1358,c_c000340,전남 여수시 수정동,0.0,1,0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1359,c_c000340,전남 여수시 중앙동 660,0.0,11,0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1360,c_c000340,전남 여수시 교동 472,0.0,11,1,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1361,c_c000340,전남 여수시 중앙동 435,0.0,2,0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1362,c_c000340,전남 여수시 교동 680,0.0,4,0,4.0,4.0,4.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,5.0,22;23;26;4;6;
1363,c_c000341,전북 무주군 무풍면 삼거리 135-22,0.0,11,0,4.0,3.0,3.0,3.3333,3.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,22;
1364,c_c000343,충북 단양군 단양읍 상진리 4-4,0.0,6,0,4.0,3.0,4.0,3.6667,6.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,10;23;26;27;28;
1365,c_c000343,충북 단양군 단양읍 별곡리 599,0.0,11,0,4.0,3.0,3.0,3.3333,6.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,10;23;26;27;28;
1366,c_c000343,충북 단양군 가곡면 어의곡리 607,0.0,11,0,5.0,5.0,5.0,5.0,6.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,10;23;26;27;28;
1367,c_c000343,충북 단양군 영춘면 상리 224-1,0.0,11,0,5.0,5.0,5.0,5.0,6.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,10;23;26;27;28;
1368,c_c000343,충북 단양군 단양읍 도전리 615,0.0,4,1,5.0,5.0,5.0,5.0,6.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,10;23;26;27;28;
1369,c_c000343,충북 단양군 단양읍 도전리 615,0.0,4,0,5.0,5.0,5.0,5.0,6.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,10;23;26;27;28;
1370,c_c000343,충북 단양군 매포읍 하괴리 84-1,0.0,7,0,3.0,3.0,3.0,3.0,6.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,10;23;26;27;28;
1371,c_c000352,충남 보령시 오천면 소성리 700-89,0.0,11,0,5.0,5.0,5.0,5.0,6.0,1.0,8.0,5.0,7.0,4.0,1.0,7.0,1.0,7.0,7.0,7.0,2.0,13;22;23;
1372,c_c000352,충남 보령시 대천동 195-2,0.0,4,0,3.0,2.0,3.0,2.6667,6.0,1.0,8.0,5.0,7.0,4.0,1.0,7.0,1.0,7.0,7.0,7.0,2.0,13;22;23;
1373,c_c000352,충남 보령시 신흑동 2267-3,0.0,1,1,5.0,5.0,5.0,5.0,6.0,1.0,8.0,5.0,7.0,4.0,1.0,7.0,1.0,7.0,7.0,7.0,2.0,13;22;23;
1374,c_c000355,전남 고흥군 과역면 석봉리 173,0.0,11,0,4.0,3.0,3.0,3.3333,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1375,c_c000355,전남 고흥군 과역면 석봉리 452,0.0,11,0,4.0,4.0,4.0,4.0,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1376,c_c000355,전남 구례군 토지면 내서리 산 42,0.0,1,0,5.0,4.0,4.0,4.3333,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1377,c_c000355,전남 고흥군 고흥읍 남계리 223-4,0.0,11,0,4.0,3.0,3.0,3.3333,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1378,c_c000355,전남 고흥군 도양읍 봉암리 3360,0.0,11,0,3.0,3.0,3.0,3.0,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1379,c_c000355,경남 하동군 화개면 탑리 726-46,0.0,4,0,4.0,4.0,3.0,3.6667,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1380,c_c000355,경남 하동군 청암면 중이리 30-1,0.0,7,0,4.0,3.0,3.0,3.3333,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1381,c_c000355,전남 고흥군 영남면 금사리 산 37-60,0.0,1,0,5.0,5.0,5.0,5.0,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1382,c_c000355,경남 하동군 화개면 운수리 208,0.0,2,0,5.0,5.0,5.0,5.0,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1383,c_c000355,전남 고흥군 도양읍 봉암리 2786,0.0,11,0,5.0,4.0,5.0,4.6667,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1384,c_c000355,전북 임실군 성수면 도인리 689,0.0,6,0,4.0,4.0,4.0,4.0,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1385,c_c000355,경남 하동군 화개면 정금리 산 168-1,0.0,1,0,4.0,3.0,4.0,3.6667,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1386,c_c000355,전남 고흥군 도양읍 봉암리 3907,0.0,4,1,3.0,3.0,3.0,3.0,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1387,c_c000355,전남 고흥군 금산면 어전리 424-15,0.0,1,0,3.0,2.0,2.0,2.3333,3.0,7.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,2;21;23;24;6;
1388,c_c000357,충북 단양군 가곡면 사평리 246-33,0.0,5,0,5.0,5.0,5.0,5.0,7.0,1.0,2.0,7.0,2.0,2.0,4.0,2.0,3.0,6.0,2.0,3.0,5.0,0
